-17000000,휴폐업을 조회할 사업자번호가 입력되지 않았습니다.
-17000001,휴폐업을 조회할 사업자번호 목록이 입력되지 않았습니다.
-17000002,휴폐업 다량조회 최대 건수는 1000건입니다.
-17000003,올바른 사업자번호가 아닙니다.
